response A record, cluster size
0.151.173.240,4
0.118.30.57,1
0.117.200.131,1
0.117.208.210,1
0.117.200.60,1
0.117.195.187,1
0.117.196.94,1
0.118.28.168,1
0.117.224.250,1
0.40.87.168,1
0.149.188.122,1
0.113.203.233,2
0.117.204.186,1
0.117.227.184,1
0.117.196.157,1
0.49.79.54,1
0.117.218.249,1
0.141.238.115,1017
0.149.188.72,1
0.93.107.184,1
0.149.214.182,1
0.117.244.100,1
0.117.216.108,1
0.117.213.22,1
198.18.1.210,1
0.117.216.206,2
0.117.211.85,2
0.118.56.69,1
0.39.135.45,1
64.225.77.170,1
0.149.220.86,1
0.117.224.102,1
0.118.38.13,1
0.117.209.131,1
0.117.218.243,1
0.117.231.57,1
0.151.198.255,1
0.150.29.27,1
0.117.220.71,1
0.109.217.73,1
0.62.27.195,1
0.148.255.142,3
0.117.222.29,1
0.117.242.38,1
0.117.236.38,1
0.117.229.51,1
0.149.215.31,1
0.117.224.74,1
0.117.238.108,1
0.117.231.123,1
0.118.56.214,1
0.117.226.138,1
0.117.239.254,1
0.118.41.147,1
0.117.234.158,1
0.57.108.145,1
0.42.230.237,2
0.113.28.1,2
0.117.235.222,1
0.117.224.248,1
0.117.232.195,1
0.149.243.83,1
0.151.221.46,1
0.117.245.235,1
0.61.60.37,1
0.117.236.105,1
0.117.233.227,1
0.151.213.209,1
0.150.66.172,1
0.117.233.103,1
0.117.241.170,1
0.149.227.15,1
0.117.237.7,1
0.46.96.211,1
0.117.240.234,1
0.149.243.226,1
0.117.243.115,1
0.142.176.95,12
0.149.236.15,1
0.117.253.31,1
0.117.254.212,1
0.117.248.8,1
0.118.11.3,1
0.149.244.78,1
0.70.83.13,1
0.149.244.77,1
0.117.252.93,1
0.145.223.195,1
0.118.1.101,1
0.118.83.105,1
0.151.249.69,1
0.117.255.101,1
0.118.10.209,1
0.118.84.138,1
0.118.12.155,1
0.150.7.228,1
0.118.17.174,1
0.11.164.149,2
0.118.11.253,1
0.118.86.9,1
0.118.27.10,1
0.118.7.68,1
112.160.203.34,1
0.150.38.218,1
0.150.30.173,1
0.118.149.27,1
0.118.118.15,1
0.118.114.240,1
0.118.101.171,1
0.118.95.73,1
0.118.17.78,1
0.118.30.4,1
0.118.29.7,1
0.118.23.87,1
0.118.27.53,1
0.117.249.25,2
0.118.42.91,1
0.54.17.104,4
0.44.213.241,2
0.150.26.4,1
0.118.73.44,1
0.118.35.54,1
0.118.49.74,1
0.150.29.194,1
0.118.112.9,1
0.118.32.165,2
0.118.33.236,1
0.118.44.49,1
0.47.88.222,1
0.118.30.140,5
0.152.31.205,1
0.118.27.159,1
0.118.38.201,1
0.118.30.173,1
0.150.37.135,1
0.118.48.172,1
0.118.184.113,1
0.118.42.40,1
0.36.28.73,2
0.118.42.73,1
0.118.39.254,1
0.118.60.165,1
0.118.61.149,1
0.118.37.158,1
0.150.55.216,1
0.152.38.124,2
0.52.211.211,1
0.118.51.68,1
37.224.8.47,1
0.118.50.110,1
0.118.130.24,1
0.150.12.117,4
0.118.30.131,3
0.118.35.42,1
0.118.128.28,1
109.189.76.102,1
0.118.65.235,1
0.118.175.26,1
0.118.50.26,1
0.118.127.24,1
0.118.187.103,1
0.118.56.140,1
0.150.128.123,1
0.118.44.54,3
0.118.61.101,1
0.35.4.48,4
0.118.140.153,1
0.118.100.56,1
0.118.111.158,1
0.118.63.78,1
0.48.148.112,3
0.150.183.233,1
0.150.70.221,1
0.102.71.185,1
0.118.212.5,1
0.118.64.248,1
0.78.177.22,1
0.150.158.151,1
0.150.79.158,1
0.118.68.231,1
163.172.245.24,1
0.118.85.156,1
0.118.99.81,2
0.96.27.168,1
0.115.253.40,1
0.152.66.127,1
0.118.55.156,1
0.118.63.143,1
0.118.77.43,1
0.111.135.166,1
38.77.206.30,1
0.118.63.234,1
0.118.75.26,1
0.118.72.160,1
0.118.169.124,1
0.118.77.124,1
0.118.69.171,1
0.118.61.202,1
0.118.59.97,1
0.118.86.56,1
0.90.45.84,3
0.118.76.136,1
0.151.187.232,8
0.118.150.233,1
0.118.74.206,1
0.150.88.3,1
0.118.175.178,1
0.152.82.98,1
0.118.70.23,1
0.150.110.101,1
0.150.108.207,1
0.118.72.151,1
0.118.100.23,1
0.118.75.172,2
0.118.88.238,1
0.118.72.8,2
0.118.72.87,1
0.68.236.29,2
0.118.76.19,1
0.139.230.23,5
0.118.93.9,1
0.29.158.100,5
0.32.128.211,1
0.119.28.122,1
0.118.81.17,1
0.152.94.75,4
0.118.92.236,1
0.118.93.101,1
0.150.106.28,1
0.150.210.84,1
0.118.81.46,1
0.118.79.254,1
0.118.52.231,3
0.118.74.170,1
0.118.86.218,1
0.118.89.112,1
0.118.91.185,1
0.118.91.190,1
0.118.91.220,1
0.118.95.130,1
0.93.55.68,1
0.118.88.14,1
0.118.143.19,1
0.118.110.19,1
0.118.181.52,1
0.118.100.164,1
0.118.107.147,1
0.150.119.209,1
0.118.100.118,1
0.118.94.99,1
0.118.227.59,1
0.150.175.23,1
0.118.97.151,1
0.118.88.34,1
0.118.112.238,1
0.118.98.46,1
0.118.106.108,1
0.118.102.81,1
0.152.120.152,1
74.196.30.123,1
0.117.206.116,2
0.118.168.35,1
0.118.106.58,1
0.118.107.139,2
0.118.109.58,1
0.150.127.205,1
0.118.108.202,1
0.118.100.252,1
0.118.121.147,1
0.118.105.240,1
0.150.136.115,1
0.150.151.61,1
0.35.195.14,3
0.118.106.239,1
0.150.137.167,1
0.150.138.105,1
0.64.156.111,2
0.118.122.26,1
0.67.156.168,2
0.118.113.141,1
0.41.138.8,1
0.150.144.145,1
0.118.121.99,1
0.118.142.249,1
0.118.130.30,1
0.149.223.198,3
0.152.136.191,1
0.118.130.70,1
0.118.129.176,1
0.118.119.142,1
0.22.100.196,1
0.118.121.187,1
0.118.120.242,1
0.118.213.118,1
0.118.117.49,2
0.118.131.83,1
0.150.170.16,1
0.118.120.179,1
0.118.221.76,1
0.118.124.152,1
0.118.129.131,1
0.152.154.130,1
0.118.144.104,1
0.148.225.175,12
0.55.200.103,1
0.118.205.240,1
0.118.127.95,1
0.150.178.41,1
0.118.141.95,1
0.118.152.38,1
0.118.130.177,1
0.103.46.150,1
0.150.200.168,1
0.152.164.131,1
0.150.200.86,1
0.118.224.211,1
0.32.77.61,6
0.118.210.235,1
0.118.137.117,1
0.150.195.221,1
0.118.132.228,1
0.118.143.207,1
0.118.159.70,1
0.118.145.245,1
0.118.141.102,1
0.150.176.183,1
0.118.253.43,1
0.118.146.99,1
0.118.151.91,1
0.118.173.219,1
0.118.139.198,4
0.118.135.136,1
0.118.224.135,1
0.118.159.42,1
0.116.231.127,5
0.118.149.246,1
0.118.243.107,1
0.118.171.214,1
0.118.167.158,1
0.118.169.15,1
0.118.144.251,1
0.118.158.199,1
106.21.51.188,1
0.118.154.25,1
0.118.148.14,1
0.152.182.133,1
0.150.212.162,1
82.147.33.254,1
0.118.145.164,1
0.150.194.25,1
0.118.164.242,1
0.52.8.63,2
0.150.203.85,1
0.118.148.135,1
0.49.248.148,1
0.123.50.130,2
0.150.195.229,1
0.118.173.94,1
0.151.89.4,1
0.118.152.29,1
0.118.154.252,1
0.152.194.1,1
0.118.201.225,1
0.150.204.41,1
0.150.218.98,1
0.118.166.220,1
0.118.183.139,1
0.118.158.156,2
0.150.213.16,1
0.118.182.23,1
0.151.50.26,1
0.118.179.88,1
0.13.93.28,6
0.74.227.81,1
0.150.208.202,1
0.118.164.150,1
0.118.169.22,1
0.150.219.218,1
0.118.173.163,2
0.151.61.63,1
0.151.46.110,1
0.152.204.42,1
0.118.175.71,1
0.118.191.6,1
0.118.182.195,1
0.118.173.141,1
0.118.187.215,1
0.118.215.86,1
209.141.50.252,1
0.118.171.213,2
10.129.0.2,1
0.152.221.121,1
0.150.229.4,1
0.101.102.66,1
0.55.227.168,2
0.118.185.243,1
0.119.20.112,1
0.118.215.217,1
85.199.13.6,1
0.150.241.253,1
0.118.253.14,1
0.118.253.181,1
0.118.183.121,2
0.83.2.54,1
0.131.170.82,2
0.69.103.134,1
0.118.181.17,1
0.15.197.142,3
0.18.168.102,1
0.118.187.86,1
0.19.50.113,3
0.150.244.36,1
0.118.196.218,1
0.98.18.107,1
207.81.95.22,1
0.118.196.136,1
0.118.198.87,1
64.225.25.106,1
0.119.4.164,1
0.150.252.173,1
0.152.238.68,1
0.151.66.134,1
0.118.194.101,1
0.118.197.210,1
0.118.206.89,1
0.118.189.34,1
0.118.191.8,1
0.118.199.177,1
0.118.213.108,1
0.109.7.36,2
0.118.195.138,1
0.118.196.142,1
0.109.14.194,2
0.118.200.37,1
0.151.79.151,1
0.118.213.0,1
192.168.2.46,1
0.151.3.127,1
0.118.210.160,1
0.118.208.98,1
0.118.203.130,1
0.118.207.10,1
0.45.163.65,3
0.118.224.118,1
0.118.203.5,1
0.118.199.131,2
0.118.204.17,1
0.118.222.175,1
0.118.206.176,1
0.151.32.34,17
0.118.220.181,1
0.118.216.183,1
0.118.223.149,1
0.119.52.201,1
0.151.36.250,1
195.201.90.134,1
0.118.213.3,2
0.118.220.98,1
0.153.14.116,1
0.151.30.135,1
0.118.220.33,1
0.50.55.29,1
0.151.29.139,1
0.118.138.91,2
0.151.26.87,1
0.118.219.103,1
0.118.233.88,1
0.151.50.45,1
0.151.158.70,1
0.151.51.128,1
0.118.225.200,1
0.118.223.169,1
0.118.231.255,1
0.118.220.137,1
0.151.30.62,1
0.118.222.134,1
0.119.52.42,1
0.119.13.203,1
0.118.231.143,1
0.118.230.9,1
0.118.223.64,2
66.81.199.79,62
0.119.16.9,1
0.17.49.198,1
0.153.31.215,1
0.118.230.4,1
0.118.230.247,1
0.118.241.77,1
0.93.20.212,1
0.114.223.182,2
0.151.54.168,1
0.119.1.251,1
0.119.68.61,1
0.16.203.251,2
0.118.251.194,1
31.208.243.47,1
0.119.26.36,1
0.118.236.43,1
0.118.245.31,1
0.119.63.153,1
0.119.6.241,2
0.151.58.94,1
0.118.243.128,1
0.118.235.212,1
0.151.51.225,1
0.119.126.249,1
0.151.49.158,1
0.118.252.205,1
0.119.159.0,1
0.119.14.95,1
0.151.69.46,1
0.103.196.209,1
0.151.73.18,1
0.118.237.43,1
0.119.31.187,1
0.119.3.175,1
0.119.10.20,1
0.103.193.190,1
0.118.247.8,1
0.118.241.159,1
0.118.239.80,1
0.118.243.225,1
0.119.73.6,1
0.119.18.149,1
0.119.7.78,1
128.199.95.73,1
0.118.253.23,1
0.119.18.139,1
0.54.25.226,1
0.151.61.120,1
0.118.254.248,1
0.151.78.246,1
0.118.255.157,1
0.119.19.8,3
159.223.59.134,1
0.151.173.74,1
129.159.139.179,1
0.119.20.132,1
0.119.10.191,1
0.151.74.36,1
0.119.15.170,1
0.119.13.241,1
0.119.13.98,1
0.119.20.119,1
0.119.11.14,1
0.119.5.55,1
0.119.79.38,1
0.90.98.135,4
0.119.27.186,1
0.87.22.125,1
0.119.19.198,1
0.119.27.30,1
0.119.8.176,1
0.119.155.116,1
0.153.83.243,1
0.119.5.112,1
0.119.22.7,1
0.151.98.172,1
0.151.85.88,1
0.119.2.213,1
0.119.20.144,1
199.59.118.21,1
0.151.108.55,1
0.119.80.224,1
0.119.10.146,1
0.151.94.163,1
0.119.253.158,1
0.119.24.201,1
0.119.27.94,1
0.119.3.153,2
0.119.29.138,1
0.119.32.88,1
0.119.20.106,1
0.119.13.82,1
0.119.121.150,1
0.27.81.28,2
0.119.114.148,1
0.119.22.213,1
0.119.28.45,1
0.151.101.44,1
0.151.102.103,1
0.119.22.49,1
0.96.86.148,1
0.146.82.28,9
219.117.220.126,1
0.119.46.250,1
0.152.250.118,57
0.119.47.185,1
0.119.48.144,1
0.119.157.216,1
0.111.106.198,1
0.119.37.111,1
0.153.110.144,1
0.119.39.174,1
0.119.39.94,1
0.119.29.54,1
0.151.116.192,1
0.151.136.195,1
0.119.41.52,1
0.119.51.140,2
0.119.36.126,1
0.151.137.78,1
0.33.4.0,1
0.119.47.210,1
0.119.39.244,1
0.119.55.24,1
0.119.56.90,1
87.120.0.6,1
0.151.143.46,1
0.119.54.69,1
0.119.61.31,1
0.151.132.67,1
0.119.45.3,1
0.151.147.201,1
0.119.62.81,1
0.153.135.90,1
0.119.67.35,1
0.151.134.244,1
0.119.59.4,1
0.119.62.61,1
0.151.137.75,1
0.119.55.191,1
0.119.67.64,1
0.119.52.2,1
0.119.134.31,1
0.119.64.110,1
0.119.51.110,1
0.119.146.60,1
0.119.60.239,1
0.119.71.102,1
0.119.64.123,2
0.101.192.225,1
0.119.65.194,1
0.151.152.202,6
0.151.153.42,1
0.119.109.38,1
0.119.77.127,1
0.119.83.230,1
0.119.131.167,1
0.119.220.37,1
0.119.54.61,1
0.153.3.86,6
0.116.74.131,2
0.119.70.216,1
0.119.61.47,1
0.119.68.13,1
0.119.81.54,1
0.119.72.173,1
0.119.68.11,1
0.151.162.119,1
0.119.91.61,1
0.129.149.195,3
0.119.67.106,1
0.151.170.206,1
0.118.219.62,2
0.151.170.250,1
0.119.68.92,1
0.119.77.114,1
0.119.79.124,1
0.119.73.158,1
0.151.163.185,1
0.119.86.84,1
0.119.68.83,1
0.151.186.56,1
0.119.158.152,1
0.152.11.137,1
0.119.150.236,1
0.119.85.8,1
0.119.80.33,1
0.119.83.216,2
98.122.214.30,1
0.137.229.192,2
0.11.224.21,2
0.151.177.53,1
0.119.91.255,1
0.119.79.149,1
0.119.161.131,1
192.184.117.76,1
0.119.161.228,1
0.153.180.183,1
0.151.181.206,1
0.119.84.223,1
0.119.77.73,1
0.153.182.236,1
172.16.0.34,1
0.153.186.45,1
0.14.153.182,4
0.119.91.151,1
0.119.130.96,2
0.151.239.227,1
0.119.133.102,1
0.151.190.68,1
0.150.91.78,1
0.119.115.130,1
0.119.107.59,1
0.151.204.15,1
0.153.197.127,1
0.119.94.47,1
0.119.88.109,8
0.153.200.144,1
0.153.200.213,2
0.119.107.207,1
0.119.114.1,1
0.119.101.250,1
0.118.230.128,5
0.151.202.253,1
0.153.204.199,1
0.119.121.229,1
0.151.218.253,1
0.119.104.104,1
0.119.104.64,1
0.9.112.242,2
0.119.117.121,2
0.119.114.65,1
0.152.161.109,2
0.119.117.107,1
152.69.204.51,1
0.151.212.149,1
0.39.76.210,1
0.151.225.237,1
0.119.118.224,1
0.119.205.4,1
0.153.212.146,2
0.119.112.164,5
0.16.238.66,1
34.214.154.70,1
0.119.104.218,1
23.226.117.160,1
0.151.215.56,1
0.119.113.58,1
0.119.137.216,1
0.119.166.102,1
0.119.112.160,1
0.119.122.139,1
0.151.217.90,1
0.119.137.127,1
0.119.118.195,2
0.119.124.87,1
0.119.105.72,1
0.119.131.194,1
0.151.221.212,1
0.119.120.42,1
54.86.30.51,1
0.120.8.110,1
0.119.205.120,1
0.119.127.176,1
0.119.124.60,1
0.119.6.230,3
0.119.192.76,1
0.110.209.39,1
0.119.126.137,1
0.21.177.29,1
0.153.231.175,1
0.119.120.87,1
0.119.123.175,1
0.153.234.156,1
0.147.32.214,3
0.119.132.131,1
0.153.230.100,1
0.153.238.190,1
0.152.52.44,1
0.153.238.243,1
0.153.235.70,1
0.119.143.178,1
0.153.239.169,1
0.119.139.205,1
0.78.100.118,4
0.119.132.202,1
0.152.55.11,1
0.119.130.104,1
0.119.228.135,1
0.153.245.141,1
0.119.127.212,1
0.153.246.40,1
0.151.245.37,1
0.152.58.8,1
0.152.69.3,1
74.195.0.99,1
0.119.169.72,1
0.119.146.66,1
0.153.254.181,1
0.152.29.139,1
0.154.1.147,1
0.154.0.197,1
0.154.2.171,1
0.119.162.209,1
0.119.221.233,1
0.119.145.24,1
0.119.166.218,1
0.152.12.0,1
0.119.163.75,1
0.119.163.250,1
0.152.21.126,1
0.119.154.180,1
0.152.24.45,1
0.119.163.172,1
0.152.13.98,1
0.119.149.52,1
0.119.178.35,1
0.152.28.247,1
0.119.249.34,1
0.119.156.79,1
0.119.147.96,1
0.82.10.243,2
0.119.254.211,1
0.152.23.202,1
0.119.174.158,1
0.154.19.233,1
0.74.94.11,3
0.152.27.209,6
0.119.172.73,1
0.119.163.47,1
0.119.159.147,1
134.209.117.163,1
0.119.228.40,1
0.119.157.45,2
0.92.59.93,1
0.119.168.43,1
0.144.245.184,4
0.16.240.228,2
0.119.162.168,1
0.152.40.4,1
0.119.175.6,1
0.119.174.3,2
0.119.170.224,1
0.119.173.104,1
0.154.34.30,1
0.119.156.237,3
0.119.170.135,1
0.46.11.40,1
0.119.177.133,1
0.119.190.144,1
0.119.189.87,1
0.119.179.235,1
0.119.160.230,1
0.119.188.90,1
202.28.23.20,1
0.119.191.111,1
0.152.43.63,1
0.119.170.88,1
0.152.51.7,1
0.119.166.158,1
0.119.175.16,1
0.152.58.177,1
0.23.255.220,5
0.152.44.52,1
0.119.173.21,1
0.32.39.37,1
0.152.45.85,1
0.120.21.191,1
0.119.182.138,1
0.119.182.204,1
0.119.179.236,1
101.32.219.187,1
83.251.182.116,1
0.120.88.12,1
0.82.50.183,2
0.119.186.41,1
0.119.192.202,1
0.119.193.11,1
0.119.199.24,1
0.152.55.231,1
0.82.171.116,1
0.119.215.109,1
0.119.190.195,1
0.152.58.28,1
0.21.232.81,1
0.119.237.85,1
0.119.219.20,1
0.152.68.249,1
0.119.191.108,1
0.119.210.166,1
0.119.200.76,1
0.119.201.15,1
0.119.189.181,1
0.33.234.166,6
0.119.190.186,1
0.120.15.107,1
0.119.192.211,94
0.120.28.6,1
0.119.222.92,1
194.87.57.10,1
0.119.206.156,1
0.119.200.11,1
0.119.235.52,1
0.119.202.135,2
0.119.194.116,1
0.119.219.213,1
0.120.46.14,1
0.152.71.71,1
0.152.79.124,1
0.152.105.68,1
0.119.211.142,1
0.119.213.68,1
0.28.127.55,1
0.119.220.50,1
0.119.220.42,1
0.119.224.100,1
0.119.230.1,1
0.152.86.2,1
0.119.219.21,1
0.152.97.24,1
0.119.207.162,1
0.119.219.140,1
0.119.215.35,1
0.119.211.202,1
0.119.232.230,1
0.119.220.113,1
0.119.234.71,1
0.119.215.110,1
0.119.222.10,1
0.120.100.28,1
0.119.221.104,1
0.119.227.98,1
0.66.201.149,1
0.119.226.143,1
0.152.99.253,1
0.119.224.108,1
0.152.127.135,1
0.119.215.221,1
0.154.102.198,1
198.18.1.119,1
0.86.0.56,3
0.63.148.151,3
0.119.231.49,1
0.119.231.241,1
0.119.232.160,1
0.119.232.162,1
0.119.235.199,1
0.119.227.207,1
0.119.232.36,1
0.119.106.28,1
0.120.3.241,1
0.120.34.75,1
0.152.105.197,1
0.18.242.167,3
0.119.232.68,1
0.118.58.105,1
0.154.110.97,1
0.119.236.154,1
0.35.191.58,5
0.119.230.227,1
0.21.15.56,2
0.152.122.119,1
0.123.219.116,1
0.119.236.76,1
0.119.228.250,1
0.152.119.57,1
0.119.237.2,1
0.119.237.159,1
0.119.238.61,1
0.54.234.27,5
0.119.253.46,1
0.119.240.157,1
0.120.112.35,1
0.122.1.2,2
0.119.246.254,1
0.119.244.186,1
0.119.240.140,1
0.119.255.114,1
0.119.255.177,1
0.36.111.209,2
0.119.244.6,1
0.119.247.187,1
0.119.245.77,1
0.43.139.91,1
0.120.0.60,1
0.119.243.57,1
0.152.141.216,1
0.119.244.93,1
0.119.248.191,1
0.54.33.46,1
0.120.8.181,1
0.119.247.177,1
0.119.248.76,1
0.110.21.11,1
0.120.3.107,1
0.120.54.113,1
0.120.4.254,1
0.154.146.109,1
0.120.23.66,1
0.120.18.92,1
0.135.134.156,2153
0.119.254.136,1
0.120.0.0,1
0.120.4.65,1
0.119.253.86,1
0.152.170.57,1
0.120.24.65,1
0.101.45.44,5
0.125.17.218,1
0.119.254.29,1
0.120.0.110,1
0.152.189.183,1
0.120.35.95,1
0.31.244.135,1
0.120.3.81,1
0.152.156.151,1
0.120.5.229,1
0.120.7.62,1
0.120.21.43,1
0.152.166.167,1
0.133.218.172,1
0.120.17.40,1
0.120.14.176,1
0.120.51.16,1
0.120.35.19,1
0.152.170.221,3
0.120.21.54,3
0.151.179.193,9
0.120.23.245,1
0.120.117.195,1
0.120.11.91,1
0.154.173.93,1
0.120.22.142,1
0.152.176.77,1
0.120.24.110,1
0.120.38.238,1
0.120.24.138,1
0.120.105.149,1
0.120.28.211,1
0.120.30.8,1
0.119.243.47,1
0.59.85.97,2
103.5.141.154,1
0.152.219.13,1
0.120.53.227,1
0.120.21.110,1
0.51.13.64,1
0.120.21.198,1
0.120.25.57,1
0.151.98.143,3
0.20.92.95,1
0.39.99.177,1
192.168.142.164,1
0.154.191.180,2
0.120.41.178,1
0.120.54.32,1
0.120.40.0,1
0.152.213.156,1
0.120.29.156,1
0.120.37.7,1
0.120.35.254,1
0.120.117.211,1
0.120.39.135,1
0.120.36.89,2
107.178.240.41,1
0.120.37.184,1
0.153.37.226,1
0.151.255.167,3
0.120.126.111,1
116.108.30.18,1
158.236.31.130,1
10.33.18.46,1
246.140.48.222,1
219.16.81.19,1
0.120.48.66,1
0.152.200.109,1
23.95.15.175,1
0.120.62.154,1
0.120.38.127,1
0.120.41.231,1
0.120.51.111,1
0.152.204.160,1
0.153.47.126,1
85.156.253.45,1
0.120.39.158,1
0.120.44.210,1
0.120.199.6,1
0.152.208.22,1
0.120.48.126,1
0.25.199.245,1
0.152.214.216,1
0.152.228.71,1
0.120.117.71,1
0.120.50.235,1
0.154.213.122,1
0.120.200.86,1
0.120.54.236,1
0.120.57.1,1
0.120.79.18,1
0.120.65.253,1
0.152.235.182,1
0.120.64.192,1
0.152.213.37,1
0.120.59.30,1
0.120.48.72,1
0.120.56.137,1
54.39.238.168,1
0.120.55.49,1
0.120.71.35,1
0.152.223.33,1
0.120.68.100,1
0.120.59.135,1
0.120.49.102,8
0.120.69.170,1
0.120.67.252,1
0.152.234.88,1
0.154.229.68,1
0.83.132.241,1
0.120.87.225,1
0.120.82.168,1
0.120.58.152,1
0.120.212.180,1
0.120.63.7,1
0.116.111.51,1
0.120.68.172,1
75.110.239.195,1
0.120.66.67,1
0.120.98.28,1
0.120.67.92,1
0.120.82.56,1
0.120.80.97,1
0.120.70.125,1
0.153.95.102,1
0.26.36.216,2
0.120.71.33,1
0.154.242.174,18
0.47.246.70,3
0.120.158.36,1
0.153.9.192,1
0.154.246.255,3
0.120.171.68,1
0.153.18.103,1
0.120.194.188,1
0.120.66.182,1
0.120.79.134,1
0.120.88.186,1
0.154.248.58,1
0.38.252.13,14
0.120.73.171,1
0.153.17.75,1
0.152.252.237,1
0.120.184.209,1
0.153.49.165,1
0.153.15.164,1
0.120.121.242,1
0.120.92.176,1
0.120.90.193,1
202.22.203.83,1
0.120.113.0,1
0.120.84.82,1
0.120.91.246,1
0.153.25.239,1
0.120.87.63,1
0.153.17.28,1
0.120.98.230,1
0.120.96.125,1
0.92.142.100,1
0.120.90.217,1
0.120.102.222,1
0.120.103.218,1
0.120.94.131,1
0.153.42.40,1
0.153.40.76,1
0.120.97.214,1
0.120.104.15,1
0.153.33.109,1
0.120.128.220,1
0.120.98.136,1
52.209.63.176,2
0.120.100.199,1
0.120.0.13,3
0.120.107.181,1
0.120.109.110,1
0.120.113.49,1
0.120.142.161,1
0.153.42.189,1
0.120.191.5,1
0.18.253.52,2
0.30.51.211,1
0.155.13.102,1
0.120.181.151,1
0.120.248.96,1
0.44.245.232,2
0.120.114.41,1
0.153.128.254,1
101.32.178.3,1
0.120.116.158,1
0.120.129.136,1
0.120.112.194,3
0.155.43.9,1
203.248.245.182,1
0.120.190.191,1
0.44.51.129,3
0.120.122.159,1
0.120.149.46,1
0.120.113.33,1
0.120.136.175,1
0.120.128.60,2
0.155.52.193,1
0.120.146.84,1
0.120.221.50,1
0.120.129.171,1
0.153.56.144,13
0.119.128.136,1
0.153.71.132,1
0.120.130.9,1
0.35.95.75,1
0.153.69.126,1
0.153.77.185,1
0.120.206.64,1
0.120.241.177,1
0.120.126.88,1
0.120.232.113,1
0.120.220.52,1
0.120.141.204,1
0.96.30.96,2
0.153.85.97,1
0.120.206.162,1
0.120.134.239,1
0.153.68.79,1
0.120.129.188,1
0.155.63.204,1
0.21.98.244,1
0.120.132.5,1
0.120.151.252,1
0.120.132.87,1
0.120.126.116,16
138.197.103.178,1
0.120.225.112,1
0.120.146.202,1
0.153.167.207,1
0.120.162.54,1
0.120.152.4,1
0.28.134.4,1
0.153.26.232,2
192.0.2.1,2
0.120.153.130,1
0.20.39.14,1
0.120.145.65,1
0.72.254.187,1
0.120.154.76,1
0.120.148.50,1
0.120.154.138,1
0.120.154.60,1
129.159.159.152,1
39.196.154.164,1
107.179.40.96,1
8.229.123.221,1
15.113.195.100,1
124.236.163.241,1
0.120.139.168,1
0.120.160.230,1
0.120.150.100,1
0.120.152.97,1
0.153.94.124,1
0.120.158.0,1
0.153.196.72,1
0.120.171.28,1
0.120.243.207,1
0.120.158.13,1
0.120.185.12,1
0.32.108.11,5
0.154.122.130,3
0.13.76.29,4
0.153.118.35,1
0.120.178.67,1
0.153.99.209,1
0.120.164.5,1
0.153.110.195,1
0.153.146.58,1
0.120.245.29,1
0.120.165.174,1
0.41.13.28,2
0.153.119.232,1
0.28.244.44,1
0.120.168.35,1
0.153.116.44,1
0.120.241.26,1
0.120.167.226,1
0.120.251.51,1
0.120.164.229,1
0.120.161.199,1
0.153.110.52,1
0.153.211.158,1
0.120.171.193,1
0.73.221.106,2
0.153.116.206,2
0.120.172.70,1
0.155.79.132,1
0.153.109.71,1
0.153.110.181,1
85.156.177.60,1
0.153.110.200,1
0.20.0.166,1
0.19.86.232,1
0.120.245.44,1
0.153.128.229,1
0.133.162.146,2
0.120.178.189,1
0.120.120.114,1
0.155.101.22,1
0.121.14.117,1
0.120.174.84,1
0.120.191.150,1
0.155.115.0,1
0.153.119.230,1
0.120.175.72,4
0.120.228.186,1
0.120.179.191,1
0.120.180.169,1
0.120.176.155,1
89.42.210.204,1
0.120.185.83,1
0.121.50.204,1
0.120.177.85,1
0.121.29.65,1
0.153.219.165,1
0.120.181.127,1
0.120.186.43,1
0.153.130.58,1
0.153.137.39,1
0.17.170.95,1
0.58.137.227,2
0.120.203.85,1
0.119.6.143,2
0.153.150.232,1
0.120.184.171,1
0.155.135.93,1
0.121.53.233,1
0.153.150.18,1
0.120.205.133,2
0.36.50.191,3
0.120.215.130,1
0.153.141.30,1
0.121.30.239,1
0.153.150.175,1
0.63.37.183,2
0.120.192.122,1
0.121.24.251,1
38.53.242.197,1
0.153.163.149,1
0.120.210.0,1
0.155.150.99,1
0.87.103.128,2
0.121.27.22,1
0.39.151.169,4
0.120.220.225,1
0.153.160.222,1
0.153.166.61,1
0.120.216.158,1
0.120.207.112,1
0.120.223.190,1
0.120.211.28,1
0.120.223.186,1
0.121.47.148,1
0.120.221.52,1
0.120.222.70,2
0.121.239.206,1
0.120.209.127,1
0.153.181.240,1
0.153.173.14,7
0.153.166.108,1
217.197.62.137,1
0.153.169.246,1
0.120.230.75,1
0.121.39.66,1
80.78.208.27,1
0.153.173.112,1
0.120.228.120,1
0.121.77.126,1
0.120.214.255,1
0.120.225.93,1
0.120.223.183,1
0.120.246.250,1
0.120.217.185,1
0.120.237.132,1
0.120.229.213,1
0.120.216.226,1
0.121.53.20,1
0.120.222.189,1
0.120.227.226,1
0.120.222.8,1
0.120.229.119,1
0.120.220.42,1
0.120.231.171,1
0.120.230.4,1
0.153.196.238,1
0.45.40.48,1
0.120.224.139,1
0.120.229.57,1
0.153.184.50,1
0.120.232.225,1
0.115.162.118,3
0.151.196.175,2
0.120.232.146,2
142.93.26.121,1
0.121.74.214,1
0.120.228.230,1
0.155.194.175,22
0.155.195.20,1
0.121.65.143,1
0.120.247.169,1
0.153.199.216,1
0.120.254.182,1
0.121.65.220,1
0.153.201.245,1
