response A record, cluster size
0.121.53.236,1
0.121.5.244,1
0.120.160.231,1
0.120.242.55,1
0.120.236.7,2
0.120.240.230,1
0.120.241.127,3
0.50.1.229,2
0.153.216.56,1
0.121.76.206,1
0.120.237.215,1
0.153.215.144,1
0.120.242.8,1
0.120.244.38,1
0.121.3.70,1
0.120.251.60,1
0.153.215.37,1
0.21.240.248,1
46.39.112.63,1
0.155.212.165,1
0.102.1.145,11
0.121.0.250,1
83.251.181.225,1
0.121.62.71,1
0.121.91.109,1
0.120.249.86,2
0.120.253.122,1
0.121.2.59,1
0.155.216.124,1
0.121.3.82,1
0.120.253.160,2
0.121.1.115,1
0.152.96.252,25
0.121.77.193,2
0.121.3.158,1
0.155.219.14,1
0.121.1.6,1
0.155.215.211,1
0.121.1.39,1
0.121.0.0,1
0.121.7.14,1
0.120.252.142,1
47.242.113.17,1
0.121.0.147,1
0.121.22.219,1
68.87.22.166,2
68.87.86.83,2
0.120.255.53,1
0.121.10.104,1
0.121.6.1,1
0.121.78.132,1
0.153.234.177,2
0.121.97.66,1
0.121.14.84,1
0.121.108.33,1
109.189.255.229,1
0.121.76.44,1
0.121.13.152,1
0.121.20.124,1
0.121.101.16,1
0.153.242.176,1
0.24.81.20,3
0.154.12.2,1
0.121.31.221,1
0.9.10.47,1
0.122.159.101,1
0.122.119.160,1
0.63.142.4,1
0.46.246.139,1
0.121.25.33,1
0.121.17.208,1
178.232.208.208,1
0.121.21.20,1
0.153.248.208,1
0.121.189.126,1
0.121.37.32,1
0.63.44.6,1
1.1.1.0,1
0.121.33.53,1
0.121.22.149,1
0.121.104.0,1
0.121.17.45,1
0.121.13.170,1
0.121.23.190,1
0.121.46.171,1
0.154.50.195,1
0.121.21.109,1
0.121.20.0,1
0.156.0.105,1
0.121.28.131,1
0.121.122.203,1
0.121.21.118,2
0.121.55.248,1
0.121.36.172,1
0.121.121.48,1
0.121.37.89,1
0.154.23.60,1
0.121.30.169,1
194.35.229.220,1
0.121.38.21,2
0.121.31.33,1
0.121.36.175,1
158.247.212.147,1
0.121.41.153,1
0.86.193.237,1
0.121.44.59,1
0.121.184.26,1
0.121.120.97,1
0.121.47.78,1
0.121.35.213,1
0.121.53.186,1
0.121.121.131,1
0.121.33.155,1
0.154.26.228,1
0.121.74.10,1
0.121.138.11,1
0.121.139.143,1
0.121.123.197,1
0.121.151.137,1
71.74.46.46,1
0.121.57.45,1
0.121.61.28,1
0.121.77.183,1
0.121.153.26,1
0.154.33.33,1
0.121.209.128,1
0.121.52.123,1
0.121.63.232,1
0.121.86.216,1
0.154.27.76,1
0.121.50.10,1
0.156.33.9,1
0.121.49.142,1
0.42.235.208,1
0.121.59.201,1
0.121.80.171,1
0.154.35.62,1
0.154.44.20,1
0.121.53.235,1
0.121.53.30,1
0.154.36.4,1
192.168.80.1,1
0.154.195.142,1
0.121.63.254,2
0.121.51.238,2
0.121.60.53,1
0.26.52.195,1
0.154.44.17,1
0.156.20.182,327
0.154.62.148,1
0.121.75.152,1
0.121.63.28,1
0.121.60.75,1
0.17.247.211,2
0.121.66.225,1
0.121.80.81,1
0.121.66.71,1
0.63.101.231,2
0.121.77.225,1
0.121.73.118,1
0.121.112.253,1
0.121.78.61,1
0.121.66.188,1
0.108.199.29,2
0.121.77.93,1
0.90.44.183,1
0.121.179.150,1
0.121.69.30,1
0.156.60.198,1
151.201.135.114,2
0.121.84.133,2
0.121.72.132,1
0.135.59.27,3
0.121.92.225,1
0.121.85.93,1
0.121.96.70,1
0.121.86.189,1
0.121.176.124,1
0.121.93.33,1
75.109.210.69,1
207.172.156.203,1
0.154.76.214,1
0.121.99.208,1
0.121.93.120,1
0.154.78.179,1
0.121.97.8,2
0.121.91.232,1
0.121.86.211,1
0.121.87.172,2
0.154.78.104,1
0.154.80.190,1
0.121.93.126,1
0.29.180.36,2
0.121.95.85,1
0.121.97.96,1
0.121.177.3,1
0.121.97.229,1
43.129.25.182,1
0.121.92.173,1
0.121.86.214,9
0.154.165.36,1
0.121.132.26,1
0.156.86.26,1
0.154.89.122,1
0.121.102.137,1
0.156.93.71,1
72.18.130.27,1
0.121.108.153,1
0.154.137.28,1
0.121.112.191,1
0.121.91.129,6
0.121.119.75,1
0.121.111.230,1
0.121.104.221,1
0.156.103.99,1
0.154.187.144,1
0.121.113.183,1
0.121.121.143,1
0.121.120.180,1
0.154.100.174,1
0.121.118.231,1
0.156.105.37,1
0.27.213.233,1
103.5.141.45,1
167.99.78.95,1
0.121.108.4,1
0.149.35.159,3
0.121.139.230,1
0.156.111.114,1
0.121.122.220,1
0.154.209.102,1
0.121.111.111,1
0.154.115.254,1
0.121.111.141,1
0.121.211.196,1
0.26.238.144,2
0.156.113.220,1
0.121.124.85,1
0.121.162.69,1
0.121.111.71,1
0.39.128.28,3
0.121.116.254,1
0.121.138.61,1
0.121.120.112,1
0.121.119.219,1
0.121.124.84,1
0.121.126.36,1
0.97.22.205,1
0.152.33.13,6
0.121.128.189,1
0.154.136.41,1
0.122.29.221,1
0.121.116.181,1
0.121.211.167,1
0.28.152.73,1
0.156.128.195,1
0.121.136.166,1
0.121.124.87,1
0.121.135.24,1
124.217.251.189,1
137.119.37.190,1
0.121.224.195,1
0.121.125.20,1
0.121.133.85,1
0.121.146.33,1
0.78.46.125,2
0.121.127.171,1
0.154.148.78,1
0.121.127.118,1
0.121.149.88,1
0.154.138.240,1
0.154.127.238,1
0.154.135.81,1
0.121.132.72,1
0.121.142.31,1
0.154.139.35,1
0.121.134.139,1
0.121.143.189,1
0.121.133.156,1
0.121.141.251,1
0.121.176.245,1
0.154.144.125,1
0.121.153.129,1
0.121.144.115,1
128.100.102.195,1
0.121.134.26,1
0.121.136.212,1
0.121.132.108,1
0.121.134.52,2
0.121.154.115,1
0.121.146.236,1
0.121.148.134,1
0.121.144.137,1
0.121.149.211,1
0.121.136.9,1
0.121.156.110,1
0.154.139.90,1
0.121.149.110,2
0.121.172.230,1
0.121.205.66,1
0.121.165.239,1
0.121.232.22,1
0.154.255.93,1
0.122.10.137,1
0.156.154.34,1
0.154.170.149,2
0.156.155.218,1
0.121.146.115,1
0.121.167.43,1
0.121.174.237,1
0.154.155.98,1
0.121.145.12,1
0.154.162.124,1
0.121.159.134,1
0.121.167.246,1
0.121.179.108,1
0.121.241.66,1
0.121.160.196,1
0.121.179.167,1
0.121.159.69,1
0.121.162.27,1
0.121.165.77,1
0.121.178.159,1
0.156.171.227,1
0.121.161.202,1
0.121.166.91,1
182.155.115.94,1
0.121.169.145,1
0.96.179.135,1
0.121.164.200,1
0.121.182.230,2
0.10.165.64,1
0.121.160.194,1
0.121.194.211,1
0.121.178.176,1
0.121.252.19,1
0.154.192.163,1
0.121.168.85,1
0.121.174.151,1
0.154.184.0,1
0.102.235.84,1
0.73.170.135,2
0.121.180.133,1
0.121.175.146,1
0.121.194.231,1
0.155.232.209,1
169.59.182.159,1
162.245.194.222,1
113.203.113.153,1
1.62.202.81,1
226.16.55.102,1
60.26.214.142,1
0.121.171.145,1
0.17.221.197,5
0.121.189.189,1
0.89.95.189,2
0.122.14.7,1
0.121.181.26,1
0.48.240.137,1
0.121.195.58,1
0.122.24.204,1
0.121.179.224,1
0.121.202.109,1
0.145.32.67,5
0.121.181.204,1
0.10.46.58,3
0.121.187.1,1
0.121.183.229,1
0.77.200.18,1
0.121.187.144,1
0.156.209.21,1
0.121.185.228,1
0.121.193.217,1
0.121.199.246,1
0.77.215.203,2
0.121.197.147,1
0.122.47.44,1
0.121.204.211,1
0.121.204.155,1
0.121.218.224,1
0.121.219.26,1
0.121.182.58,1
0.121.212.16,1
0.156.221.105,1
0.26.86.136,2
0.121.234.51,1
0.121.201.215,1
0.121.214.116,1
0.121.206.86,1
0.121.195.34,1
0.154.221.195,1
0.122.38.8,1
0.28.89.212,2
0.121.212.15,1
0.121.203.48,6
8.219.1.75,1
213.249.65.154,1
0.121.198.47,1
198.23.61.130,1
0.121.211.90,1
0.88.239.159,1
0.122.43.254,1
0.121.219.187,1
0.156.232.18,1
192.168.0.3,1
0.121.215.73,1
0.121.213.38,1
0.121.213.81,1
0.121.214.114,1
61.40.189.141,1
0.121.227.63,1
0.121.243.226,1
0.155.12.87,1
0.122.44.5,1
174.106.201.142,1
103.5.141.141,1
0.121.215.160,1
167.172.26.162,1
0.121.218.99,1
0.121.223.63,1
0.154.247.196,1
0.155.72.228,1
0.155.11.69,1
0.121.216.52,2
0.154.249.42,1
0.121.213.160,1
0.156.250.187,2
0.122.55.9,1
0.121.234.53,1
0.154.245.69,1
222.120.254.247,1
0.121.234.203,1
0.121.225.77,1
0.121.242.7,1
0.121.234.70,1
0.121.234.250,1
0.122.71.144,1
0.122.117.20,1
0.155.19.132,3
0.121.237.11,1
0.155.3.18,1
59.3.250.121,1
0.121.244.152,1
192.168.1.102,1
0.122.1.190,1
0.156.184.205,6
0.155.3.17,1
0.122.14.169,1
0.121.240.159,1
0.121.227.240,1
154.23.132.10,1
0.76.84.189,1
0.121.231.81,1
0.122.42.29,1
0.71.164.163,1
0.155.8.255,1
218.150.45.101,1
0.122.5.212,1
0.122.4.79,1
0.43.10.200,1
0.121.228.95,1
0.122.31.53,1
0.122.7.72,1
0.122.4.57,1
0.122.72.72,1
0.121.254.50,1
0.138.82.139,7
182.248.156.214,1
0.121.253.178,1
0.106.145.164,3
0.121.242.244,1
0.157.25.37,1
0.154.54.113,7
0.121.249.50,1
0.121.249.51,1
0.155.21.34,1
0.121.252.29,1
80.220.80.115,1
198.18.1.134,1
0.122.3.198,1
0.122.6.51,1
103.30.145.225,1
0.155.37.209,1
0.12.97.126,2
0.122.7.74,1
0.155.42.158,1
0.122.0.201,1
0.121.249.52,1
3.254.218.87,1
0.121.250.43,1
0.83.248.68,2
0.122.6.19,1
0.121.251.186,1
0.122.83.98,1
0.122.73.137,1
0.122.86.126,1
0.122.4.116,1
0.22.69.202,1
0.17.221.228,1
0.14.255.214,2
36.93.65.114,1
0.155.99.171,1
0.155.35.154,1
0.122.8.0,1
0.141.164.233,1
0.121.254.189,1
0.157.47.37,1
0.122.8.56,3
0.155.54.89,1
0.122.9.110,1
0.80.184.203,2
0.57.188.144,3
54.244.66.155,1
0.155.204.245,1
0.122.95.72,1
0.122.18.136,1
0.122.11.141,1
0.122.85.57,1
0.122.17.52,1
0.155.60.159,1
0.11.110.207,2
0.122.10.220,1
0.122.24.243,1
0.122.15.29,1
0.122.182.170,1
0.122.13.200,1
0.122.90.139,1
0.155.58.132,1
103.135.102.100,1
0.122.24.88,1
0.122.15.32,1
0.122.8.30,2
0.155.66.215,1
0.156.154.27,2
0.122.32.103,2
0.122.21.169,1
0.122.54.36,1
0.122.18.142,1
0.155.169.253,1
0.122.19.158,1
0.122.17.68,1
0.122.63.1,1
0.122.33.34,2
0.122.22.193,1
0.122.108.116,1
0.122.28.88,1
0.121.97.40,1
0.122.34.227,1
0.122.26.4,2
0.122.31.221,1
0.122.31.205,1
0.122.23.30,1
0.122.22.24,1
0.11.34.222,1
0.122.40.228,1
0.122.115.134,1
0.122.27.96,1
0.155.74.195,1
0.122.27.172,1
0.122.49.69,1
0.157.83.50,1
0.122.129.158,1
0.122.41.17,1
0.155.190.153,1
0.122.77.207,1
0.155.97.5,1
0.155.120.22,4
0.122.75.178,1
0.122.70.80,1
0.155.88.164,1
0.122.48.73,1
0.155.96.131,3
0.155.98.41,1
0.122.129.92,1
0.122.124.149,1
0.122.195.63,1
0.122.127.29,1
0.122.40.20,1
0.122.39.33,1
0.122.39.214,1
0.122.95.250,1
0.155.118.20,1
0.155.101.153,1
0.155.113.100,1
0.155.180.135,1
0.122.60.43,1
0.155.115.208,1
0.122.55.251,1
0.155.166.32,1
0.122.113.24,1
0.122.93.92,1
0.122.55.7,1
52.2.56.64,2
52.21.33.16,2
0.122.89.63,2
0.122.161.118,1
0.122.71.189,1
0.95.102.116,3
0.155.121.163,14
0.30.129.194,1
0.76.212.242,1
0.122.53.112,1
217.19.211.29,1
0.122.74.155,1
0.122.130.141,1
0.122.87.80,1
0.155.129.86,1
0.155.131.221,1
0.122.98.249,1
0.122.82.118,1
0.155.146.232,1
152.42.213.50,1
0.122.92.216,1
0.122.87.160,1
0.122.93.228,1
0.122.77.186,1
0.122.79.21,1
0.155.159.217,6
0.155.143.249,1
0.122.88.150,1
0.122.161.168,1
0.155.141.212,1
0.156.24.186,1
0.155.158.110,1
0.155.158.95,1
0.122.244.249,1
0.122.162.239,1
0.122.86.243,2
0.122.185.231,1
0.122.100.62,1
172.20.196.96,1
0.122.126.165,1
0.122.119.49,1
0.122.86.85,1
0.155.155.177,1
0.9.67.126,5
0.92.19.68,2
0.122.158.138,1
83.66.15.230,1
0.157.165.164,1
0.122.163.240,1
0.122.111.34,1
0.122.164.103,1
0.122.92.38,1
79.98.29.109,1
51.222.110.251,1
0.111.57.253,1
0.155.181.6,1
0.122.101.176,1
0.76.186.102,2
0.122.123.187,1
0.155.181.138,1
0.122.113.151,1
0.155.188.133,2
0.21.172.241,5
0.122.106.191,1
0.122.122.251,1
0.122.115.226,1
0.156.9.226,1
0.122.116.98,1
0.122.194.155,1
0.123.8.96,1
0.155.184.239,1
0.155.197.38,1
0.122.125.104,1
0.122.125.156,1
0.122.121.161,1
0.122.193.131,1
0.122.116.54,1
51.81.181.141,1
0.122.119.252,1
0.157.197.156,1
0.122.209.162,1
0.122.122.216,1
0.157.196.125,1
0.90.171.68,2
0.122.115.165,1
0.122.155.101,1
0.122.116.117,1
0.122.125.180,1
0.156.45.48,1
0.122.122.141,1
0.43.250.17,2
0.14.223.247,3
0.122.120.167,1
0.122.118.64,1
0.122.132.192,1
0.61.224.224,1
0.156.26.214,1
0.155.207.53,1
0.14.9.99,1
0.70.156.126,2
0.10.204.113,1
0.155.215.204,1
0.122.127.119,1
13.79.224.214,1
0.122.140.38,1
0.122.143.135,1
0.123.26.85,1
0.122.132.82,1
0.122.132.15,1
216.167.249.93,1
0.155.212.201,1
0.122.145.202,1
0.122.170.158,3
0.155.206.211,1
0.122.137.149,1
0.156.62.210,1
0.122.139.33,1
0.122.142.117,1
0.157.219.204,1
0.122.150.119,1
0.122.133.172,1
0.122.145.108,1
0.122.144.60,1
0.122.142.228,1
193.182.144.61,1
0.157.12.195,1
0.157.232.217,1
0.155.230.189,1
0.36.103.234,1
0.122.156.225,1
0.122.156.78,1
0.74.118.204,2
0.19.148.43,2
36.92.124.18,1
0.28.70.232,3
0.122.164.81,1
0.122.149.255,1
50.25.241.80,1
0.122.156.129,1
0.122.210.172,1
123.0.253.162,1
0.122.149.168,1
0.123.50.53,1
0.122.147.154,1
0.157.247.198,1
0.122.228.129,1
0.122.150.226,1
0.122.170.179,1
0.122.158.190,1
0.156.14.9,1
0.122.166.0,1
0.122.170.52,2
0.105.40.48,1
0.122.165.19,1
0.122.156.107,1
0.122.162.114,1
0.23.169.28,2
0.122.203.231,1
0.122.164.211,1
0.122.213.119,1
0.69.187.79,2
0.122.162.108,1
0.156.30.112,1
0.122.255.151,1
204.144.200.192,1
0.122.246.1,1
0.122.163.77,1
0.122.167.167,1
0.122.238.54,1
0.122.181.57,1
0.123.4.108,1
0.122.198.54,1
0.122.176.126,1
0.156.24.184,1
0.122.170.250,1
0.153.224.246,5
0.156.3.152,1
0.122.205.65,1
0.156.13.165,1
0.122.196.214,1
0.122.183.255,1
0.156.29.24,1
0.49.219.87,3
0.156.15.163,2
0.122.172.200,1
0.122.179.196,1
0.156.11.61,4
0.122.192.92,1
0.104.142.178,2
0.156.17.59,1
0.122.205.109,1
0.122.185.139,1
0.122.182.88,1
0.122.201.39,1
0.123.25.111,1
0.122.193.19,1
168.205.94.32,1
0.122.190.194,1
0.122.194.62,1
0.122.196.19,1
0.122.180.37,1
0.123.10.243,1
0.122.195.5,1
0.122.199.24,1
0.122.204.151,1
0.123.34.17,1
0.122.204.149,1
88.36.255.33,1
104.236.2.79,1
0.122.205.95,1
0.156.33.30,1
0.156.36.91,1
0.123.19.111,1
0.156.38.251,1
0.122.210.196,1
0.156.40.237,1
0.122.197.82,1
0.122.217.26,1
0.101.215.42,1
0.122.214.127,1
0.122.248.130,1
0.122.235.227,1
0.128.185.39,2
0.122.213.10,1
0.122.212.187,1
0.158.63.242,1
211.216.245.176,1
0.122.221.111,1
0.122.203.133,1
0.122.220.140,1
0.75.105.153,1
0.122.222.220,1
0.156.66.160,1
0.122.223.197,1
0.156.56.74,1
0.122.233.28,2
0.10.45.37,1
0.122.226.56,1
0.122.227.69,1
194.163.183.141,1
0.31.177.50,5
0.156.65.47,1
0.156.96.182,1
0.122.224.199,1
0.75.153.167,1
0.158.80.123,1
0.35.201.170,1
0.156.67.90,1
0.99.254.129,1
0.156.69.156,1
0.122.222.162,1
0.122.237.200,1
0.156.80.107,1
0.123.67.171,1
0.123.49.142,1
0.122.242.237,1
0.122.234.31,1
45.76.136.134,1
0.123.52.118,1
0.156.86.247,1
0.123.27.105,1
0.17.239.164,1
0.156.113.50,2
0.122.236.153,1
0.57.236.152,2
0.122.236.79,1
0.122.241.123,1
0.157.227.192,2
0.156.98.20,1
0.122.245.4,1
0.156.87.44,1
0.122.227.241,1
0.123.2.26,1
0.122.238.66,1
0.123.0.168,1
0.123.46.66,1
0.122.253.235,1
0.156.89.68,1
0.122.251.194,1
0.71.132.238,1
192.168.2.2,1
0.122.241.251,1
0.59.128.217,1
0.122.249.83,1
0.122.246.82,1
0.123.6.150,1
0.156.93.66,1
0.123.15.22,1
0.122.240.209,1
0.156.101.182,1
0.122.246.0,1
0.123.9.131,1
10.0.0.100,1
0.122.245.211,1
0.123.72.69,1
0.122.252.176,1
0.122.121.48,1
0.156.102.6,1
0.122.253.191,1
0.123.100.200,1
0.156.174.138,1
0.123.7.219,1
0.123.14.71,1
0.122.253.218,1
0.156.123.43,1
0.123.8.83,1
0.123.69.117,1
0.123.3.227,1
0.12.55.245,1
0.158.132.36,7
0.123.1.29,1
24.124.35.30,1
0.123.10.227,1
0.123.82.246,1
0.123.116.32,1
98.172.43.107,1
0.80.50.60,3
0.83.252.99,1
0.123.117.49,1
146.112.247.205,1
146.112.55.92,1
146.112.247.206,1
146.112.247.213,1
146.112.55.100,1
146.112.55.76,1
0.156.135.3,2
0.123.90.54,1
167.172.164.97,1
0.123.100.31,1
0.158.141.171,1
0.156.138.170,10
0.156.124.236,1
0.156.223.103,1
0.156.129.208,1
0.156.137.31,1
0.123.129.43,1
0.123.30.222,1
0.123.25.131,1
0.158.152.34,1
0.123.73.160,1
0.123.57.242,1
0.156.165.225,1
0.123.16.156,1
0.123.26.117,1
0.156.137.118,1
0.123.24.23,1
0.156.142.181,1
0.123.19.67,2
0.123.35.118,1
0.123.35.155,1
0.156.210.209,1
0.156.162.211,1
0.83.241.232,1
0.112.190.123,2
0.156.145.78,1
0.123.50.246,1
0.123.34.177,2
0.156.214.115,1
0.123.120.166,1
0.123.46.84,1
0.123.33.90,1
0.117.11.45,4
0.156.174.200,1
0.123.67.130,1
153.33.219.205,1
0.123.37.120,1
0.123.28.122,1
0.15.26.233,1
0.123.37.203,1
0.155.201.64,2
82.196.4.202,1
0.156.156.16,1
0.123.37.84,1
0.156.159.191,1
0.19.228.207,1
0.123.43.142,1
0.123.54.187,1
46.242.144.93,1
0.156.165.16,1
0.123.67.47,1
0.123.55.70,1
0.123.56.148,1
0.123.104.135,1
0.111.252.171,1
0.123.44.218,1
0.123.44.6,1
0.156.176.170,1
0.123.118.170,2
0.123.52.233,1
0.123.57.15,1
0.123.45.208,1
0.123.41.248,1
0.158.191.26,1
0.156.182.199,1
0.123.74.211,1
0.123.193.178,1
0.123.89.66,1
0.41.138.88,1
0.123.58.134,1
0.123.44.196,1
0.123.61.32,1
0.158.198.3,1
0.123.58.72,1
0.123.69.22,1
0.123.65.24,1
0.123.71.5,1
0.123.57.22,1
0.156.188.124,1
0.123.73.253,1
0.123.96.254,1
0.86.181.178,7
0.158.194.186,1
0.123.71.236,1
0.123.176.20,1
0.123.73.107,2
0.158.157.241,2
0.123.76.2,1
0.123.66.35,1
0.123.80.118,1
0.123.67.22,1
164.90.179.216,1
0.123.75.73,1
0.123.88.123,1
0.123.67.75,1
0.123.75.90,1
0.158.217.70,1
0.123.70.24,1
0.123.67.209,1
0.123.78.7,1
0.123.71.222,1
0.157.17.125,1
0.123.83.139,1
0.153.63.8,1
0.39.40.26,1
0.123.188.40,1
0.156.211.51,1
0.123.161.47,1
0.66.194.246,1
0.123.78.6,1
0.156.215.203,1
0.123.108.152,1
0.123.94.27,1
0.123.90.239,1
0.8.223.220,1
0.123.191.87,1
0.123.96.214,1
0.123.105.67,1
0.156.231.37,1
75.109.250.195,1
0.123.108.160,1
0.123.99.232,1
0.123.107.11,1
0.123.120.247,1
0.123.89.65,1
0.123.103.0,1
0.123.243.120,1
0.158.245.144,1
0.123.100.23,1
0.158.247.125,1
0.123.97.214,1
0.123.109.135,1
0.123.126.103,1
0.123.106.79,1
0.123.106.3,1
0.123.138.141,1
0.156.235.59,1
0.90.30.152,1
0.123.100.246,1
0.123.111.184,1
0.123.185.12,1
0.123.182.252,1
0.123.112.20,1
0.123.115.111,1
0.123.98.215,1
0.123.115.142,1
0.123.103.13,1
0.123.111.140,1
0.123.112.88,1
0.123.118.23,1
0.123.112.230,1
0.123.126.146,1
0.123.108.180,1
0.123.106.144,1
0.123.122.52,1
0.159.11.116,1
0.157.17.106,1
207.253.182.222,1
0.123.107.166,1
0.156.248.94,1
0.123.108.52,1
0.123.112.239,1
0.123.130.185,1
0.123.135.122,1
0.159.16.203,1
0.159.17.99,1
0.123.124.188,1
0.159.18.222,1
0.123.113.47,1
0.157.16.122,1
0.123.131.222,1
0.123.190.162,1
0.123.129.54,1
0.123.196.181,1
0.123.132.250,1
0.123.146.253,1
0.123.115.71,1
0.157.101.122,1
0.25.57.137,2
0.123.204.159,1
0.56.66.208,1
0.159.26.114,1
0.157.14.25,1
0.123.216.113,1
0.87.15.240,1
0.123.145.31,1
0.125.56.155,1
0.123.154.61,1
0.123.221.158,1
0.123.124.25,1
0.123.122.173,1
0.123.137.231,1
0.157.17.115,1
0.123.128.81,1
0.123.139.174,1
0.123.124.0,1
0.123.126.74,1
0.123.142.228,1
0.123.141.109,1
0.123.243.15,1
138.68.74.201,1
0.157.41.189,1
0.123.135.61,1
0.123.128.149,1
0.157.25.200,1
0.157.84.200,1
0.123.142.39,1
0.123.126.229,1
0.159.51.151,48
0.123.215.169,1
0.157.30.246,1
0.123.140.16,1
0.157.33.67,1
0.123.145.115,1
0.123.164.246,1
0.123.143.62,1
0.123.141.213,1
0.157.40.187,1
0.157.50.229,1
0.157.37.0,1
140.142.157.21,1
0.123.154.195,1
0.123.241.162,1
0.123.147.33,1
0.123.156.188,1
24.238.96.171,1
0.14.10.185,3
0.123.159.255,1
0.153.231.14,4
0.123.198.193,1
0.159.68.188,1
0.123.148.245,1
0.123.233.113,1
0.123.154.4,1
0.123.154.134,1
0.123.163.77,1
0.123.158.138,1
0.123.165.188,1
0.123.255.37,1
0.123.163.88,1
0.157.53.141,1
0.31.58.143,2
0.123.246.249,1
0.157.178.208,1
0.124.14.45,1
0.124.13.62,1
0.43.141.108,526
0.157.62.147,1
0.157.58.84,1
0.123.177.198,1
0.114.85.87,1
0.123.166.191,1
0.123.157.219,1
0.123.185.100,1
0.157.60.186,1
0.124.54.24,1
0.123.169.36,1
104.251.216.10,1
0.123.176.62,1
0.157.67.49,1
0.123.163.156,1
0.123.198.246,1
0.123.161.169,1
0.123.198.135,1
0.93.37.155,1
0.33.38.252,3
0.123.175.230,1
0.123.255.168,1
0.157.87.159,14
0.157.71.52,1
0.159.93.173,1
0.123.199.24,1
0.157.95.118,1
0.124.23.84,1
0.123.171.204,1
0.10.251.191,1
0.123.179.196,1
0.123.176.126,1
0.123.174.241,1
0.157.84.143,1
0.45.208.181,1
0.124.13.64,1
0.123.182.58,1
0.53.106.190,1
0.123.190.161,1
0.123.180.223,1
149.154.167.220,2
0.123.189.57,1
0.123.183.141,1
0.124.36.46,1
0.157.172.164,1
0.133.106.178,2
0.123.183.178,1
0.123.180.176,1
0.123.197.230,1
0.123.178.63,1
0.123.200.218,1
0.34.80.211,3
0.123.188.19,1
0.159.113.199,1
0.12.172.91,1
0.123.183.230,1
0.124.26.239,1
0.157.95.143,1
0.123.199.41,1
0.123.193.51,1
0.123.184.223,1
0.157.103.98,1
0.123.203.219,1
0.123.188.102,1
0.159.122.201,1
0.157.124.236,1
0.123.198.52,1
0.123.191.57,1
0.159.126.139,1
0.123.188.136,1
0.157.104.112,1
0.124.25.209,1
0.123.211.176,1
0.123.209.140,1
0.123.206.77,1
0.157.137.143,1
0.123.227.110,1
0.124.33.151,1
0.123.204.91,1
103.5.141.4,1
0.123.208.142,1
0.123.193.198,1
0.157.140.78,1
0.150.74.192,4
0.124.34.247,1
0.123.202.41,1
0.123.208.157,1
0.123.213.38,1
0.123.203.119,1
0.55.119.206,1
0.157.117.17,1
0.123.202.21,1
0.124.77.130,1
0.123.215.220,1
0.157.124.213,1
0.49.98.45,389
0.123.233.77,1
0.123.209.221,2
0.123.212.10,1
0.157.87.200,6
0.123.209.211,1
0.124.30.125,1
0.131.218.89,2
0.51.43.130,2
0.123.211.251,1
68.193.61.205,1
0.96.180.99,1
0.123.222.190,1
0.123.217.112,1
0.123.241.252,1
0.123.216.4,1
0.123.218.209,1
0.123.222.64,1
0.8.253.68,1
0.123.224.98,1
0.124.0.176,1
0.123.224.131,1
0.123.247.247,1
0.156.102.154,11
0.157.143.198,1
0.123.245.56,1
0.123.218.13,1
0.124.43.62,1
0.123.229.166,1
0.123.229.202,1
0.123.230.47,1
0.123.230.80,1
0.123.230.146,1
0.123.223.253,1
0.123.244.171,1
0.123.234.132,1
0.123.236.230,1
0.123.220.157,1
0.157.208.59,1
0.123.228.25,1
0.123.220.179,1
0.42.188.117,7
45.56.111.241,1
0.123.235.159,1
0.123.239.99,1
0.123.232.214,1
0.123.239.112,1
0.123.237.163,1
0.159.174.201,2
0.19.123.31,2
0.123.231.220,1
204.8.89.227,2
0.157.177.26,1
104.191.136.227,1
0.123.246.251,1
0.159.180.199,1
0.24.67.172,1
0.123.247.59,1
0.123.253.123,2
0.123.246.148,1
0.124.80.118,1
0.123.247.176,1
0.159.175.166,1
0.123.234.250,1
0.123.251.233,1
0.123.250.186,1
0.123.250.171,1
0.123.247.108,1
0.124.3.112,1
0.124.2.38,1
0.123.255.2,1
0.124.0.127,1
0.157.174.85,1
0.123.255.182,1
0.157.252.111,1
0.124.16.213,1
0.82.128.33,3
0.124.65.76,1
0.157.202.142,1
148.78.43.9,1
0.157.196.23,1
143.207.2.29,2
0.123.251.207,1
0.124.73.42,1
0.124.94.103,1
0.124.24.105,1
0.124.244.44,1
146.190.135.129,1
0.123.249.82,1
0.124.13.122,1
0.124.18.59,1
0.77.75.149,2
0.69.240.197,2
0.157.194.175,5
69.209.24.133,1
0.124.77.42,1
0.124.3.155,1
0.53.131.92,2
0.90.26.160,2
0.124.88.52,1
0.124.95.208,1
0.66.148.122,1
0.124.2.251,1
0.123.247.68,6
0.124.7.67,1
0.124.42.44,1
0.124.7.255,1
127.4.0.1,1
127.7.7.7,1
0.124.32.134,1
0.124.19.69,1
0.124.24.28,1
0.124.25.186,1
0.124.29.132,5
0.124.16.112,1
0.124.21.71,1
0.124.23.212,1
0.124.13.231,1
0.124.207.142,2
0.124.25.93,1
0.124.15.203,2
0.124.14.228,1
0.26.91.125,1
0.124.55.144,1
0.157.214.15,1
85.156.139.112,1
0.157.228.32,1
0.124.26.174,1
0.157.231.15,1
0.124.25.120,1
0.56.237.109,2
0.124.58.210,1
0.124.50.248,1
0.124.28.20,1
0.124.36.168,1
0.124.46.121,1
0.157.218.166,1
